conflictid,dyadid,org,sideaname,sideaid,sideacomponents,sidebname,sidebid,sidebcomponents,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,year,fatbest,fatlow,fathigh,location,gwnoloc,region,version
11712,12388,3,Beni Halba Baggara,995,,Gimir,1923,,2013-03-01,1,2013-05-03,1,1,2013-06-24,1,2013,177,177,235,Sudan,625,4,17.1
11715,12393,1,Ansaar ul-Islam,398,,TTP,356,,2013-01-28,2,2013-01-28,2,1,2013-03-19,1,2013,211,211,211,Pakistan,770,3,17.1
11721,12400,3,Misseriya,1025,,Salamat Baggara,994,,2013-04-11,1,2013-04-11,1,0,,,2013,456,311,751,Sudan,625,4,17.1
11721,12400,3,Misseriya,1025,,Salamat Baggara,994,,2013-04-11,1,2013-04-11,1,1,2014-06-21,1,2014,57,57,57,Sudan,625,4,17.1
11729,12410,3,Hamar,1080,,Ma'aliyah,641,,2013-12-05,1,2013-12-05,1,0,,,2013,38,38,38,Sudan,625,4,17.1
11729,12410,3,Hamar,1080,,Ma'aliyah,641,,2013-12-05,1,2013-12-05,1,1,2014-07-01,2,2014,52,52,56,Sudan,625,4,17.1
11755,12441,3,Eggon,1172,,Fulani,607,,2014-08-22,2,2014-08-24,1,1,2014-11-23,2,2014,202,202,362,Nigeria,475,4,17.1
11777,12464,3,Kuteb,1487,,Tiv,1032,,2015-05-01,1,2015-05-03,1,1,2015-05-03,1,2015,64,64,64,Nigeria,475,4,17.1
11780,12467,3,Ikpanaya,4290,,Ntan Obu-Ukpe,4291,,2012-05-31,3,2012-05-31,3,1,2012-05-31,3,2012,41,41,41,Nigeria,475,4,17.1
11863,12589,1,MAA,4380,,CMA,1158,,2013-02-23,1,2013-08-16,1,1,2013-08-16,1,2013,28,28,28,Mali,432,4,17.1
11897,12635,1,Amigos dos Amigos,4416,,Comando Vermelho,772,,2002-02-25,1,2004-11-22,1,1,2004-12-29,2,2004,51,51,51,Brazil,140,5,17.1
11897,12635,1,Amigos dos Amigos,4416,,Comando Vermelho,772,,2002-02-25,1,2009-10-24,3,1,2009-10-24,3,2009,40,40,45,Brazil,140,5,17.1
11906,12654,1,Barriga gang,4431,,Sujeirinha gang,4432,,1997-05-09,1,1999-12-13,1,1,1999-12-25,1,1999,30,30,30,Brazil,140,5,17.1
11934,12693,1,Comando Vermelho,772,,Terceiro Comando Puro,4462,,2004-07-14,1,2011-09-05,5,1,2011-09-05,5,2011,31,31,31,Brazil,140,5,17.1
11936,12696,3,Borana,591,,"Burji, Gabra",4463,"609, 592",2013-07-15,1,2013-12-06,1,1,2013-12-08,1,2013,39,39,174,Kenya,501,4,17.1
11940,12701,1,Autodefensas Unidas de Michoacán,4475,,Los Caballeros Templarios,1150,,2013-04-28,1,2013-10-27,1,1,2013-11-16,1,2013,38,35,48,Mexico,70,5,17.1
11942,12703,3,Al-Maraziq,4478,,Al-Saida,4477,,2003-12-31,5,2004-12-03,3,1,2004-12-03,3,2004,28,28,30,Yemen (North Yemen),678,2,17.1
11949,12712,1,Gulf Cartel - Ramirez Treviño faction,4486,,Gulf Cartel - Villareal faction,4487,,2013-03-10,1,2013-03-10,1,1,2013-03-10,1,2013,35,2,50,Mexico,70,5,17.1
11955,12718,1,La Mochomera,4492,,Sinaloa Cartel,775,,2013-04-21,2,2013-08-10,3,1,2013-09-08,1,2013,27,27,27,Mexico,70,5,17.1
12994,13767,1,"IS, Jabhat Fateh al-Sham",5540,"1170, 234",PYD,4163,,2013-08-02,1,2013-09-18,2,1,2013-10-31,1,2013,115,115,160,Syria,652,2,17.1
12995,13768,1,Jabhat Fateh al-Sham,1170,,PYD,4163,,2013-01-19,2,2013-01-19,2,1,2013-07-19,1,2013,56,56,71,Syria,652,2,17.1
12996,13769,1,"FSA, Jabhat Fateh al-Sham, Mish'al at Tammu Brigade",5539,"5538, 1130, 1170",PYD,4163,,2013-01-26,3,2013-01-26,3,1,2013-01-26,3,2013,41,41,41,Syria,652,2,17.1
12997,13770,1,FSA,1130,,IS,234,,2013-07-07,2,2013-09-20,2,0,,,2013,71,71,84,"Syria, Iraq","652, 645",2,17.1
12997,13770,1,FSA,1130,,IS,234,,2013-07-07,2,2013-09-20,2,1,2014-12-18,1,2014,49,39,67,Syria,652,2,17.1
12998,13771,1,FSA,1130,,PYD,4163,,2012-10-26,1,2013-06-06,3,1,2013-07-19,2,2013,34,34,44,Syria,652,2,17.1
12999,13772,1,"FSA, Jabhat Fateh al-Sham",4166,"1130, 1170",Jabhat al-Akrad,5541,,2013-07-29,1,2013-07-29,1,1,2013-07-29,1,2013,34,14,35,Syria,652,2,17.1
13015,13794,1,"FSA, IS",5559,"1130, 234",PYD,4163,,2013-09-25,1,2014-02-16,1,1,2014-08-12,1,2014,39,39,39,Syria,652,2,17.1
13022,13801,1,IS,234,,PYD,4163,,2013-10-09,3,2014-02-22,1,0,,,2014,1524,1524,1700,Syria,652,2,17.1
13022,13801,1,IS,234,,PYD,4163,,2013-10-09,3,2014-02-22,1,1,2015-11-27,1,2015,717,716,727,Syria,652,2,17.1
13034,13813,1,IS,234,,Jabhat Fateh al-Sham,1170,,2013-09-21,1,2014-03-07,1,0,,,2014,736,736,736,Syria,652,2,17.1
13034,13813,1,IS,234,,Jabhat Fateh al-Sham,1170,,2013-09-21,1,2014-03-07,1,0,,,2015,32,32,256,Syria,652,2,17.1
13034,13813,1,IS,234,,Jabhat Fateh al-Sham,1170,,2013-09-21,1,2014-03-07,1,-99,,,2016,124,124,152,"Lebanon, Syria","660, 652",2,17.1
13167,14009,3,Fulani,607,,Jukun,950,,2014-04-15,1,2014-09-14,1,0,,,2014,77,77,94,Nigeria,475,4,17.1
13167,14009,3,Fulani,607,,Jukun,950,,2014-04-15,1,2014-09-14,1,1,2015-06-17,1,2015,27,27,35,Nigeria,475,4,17.1
13191,14036,2,Supporters of APC,5787,,Supporters of PDP,668,,2015-01-21,1,2015-04-14,1,1,2015-11-08,1,2015,39,39,45,Nigeria,475,4,17.1
13194,14041,1,FDC,1136,,FDDH,4314,,2014-02-13,5,2014-02-13,5,1,2014-02-13,5,2014,70,70,70,DR Congo (Zaire),490,4,17.1
13196,14044,3,Bani Hilal,5792,,Nubian Dabudiya,5793,,2014-04-03,1,2014-04-06,1,1,2014-06-26,1,2014,28,28,28,Egypt,651,2,17.1
13202,14053,3,al-Toubou ,3998,,Awlad Suleiman ,4371,,2014-01-10,1,2014-01-12,2,1,2014-06-01,1,2014,34,34,40,Libya,620,4,17.1
13204,14061,1,Benghazi Revolutionaries Shura Council,4369,,Forces of the House of Representatives,5802,,2014-05-16,1,2014-05-16,1,0,,,2014,910,910,986,Libya,620,4,17.1
13204,14061,1,Benghazi Revolutionaries Shura Council,4369,,Forces of the House of Representatives,5802,,2014-05-16,1,2014-05-16,1,0,,,2015,428,418,430,Libya,620,4,17.1
13204,14061,1,Benghazi Revolutionaries Shura Council,4369,,Forces of the House of Representatives,5802,,2014-05-16,1,2014-05-16,1,-99,,,2016,230,230,287,Libya,620,4,17.1
13221,14088,1,Raia Mutomboki - Bravo,5821,,Raia Mutomboki - Makombo,5822,,2014-10-29,3,2014-10-29,3,1,2014-10-29,3,2014,30,30,30,DR Congo (Zaire),490,4,17.1
13225,14092,3,Baluba,4383,,Batwa,2398,,2014-03-23,3,2016-10-18,2,-99,,,2016,82,82,112,DR Congo (Zaire),490,4,17.1
13240,14113,2,Supporters of independence for Eastern Ukraine,5837,,Supporters of Ukrainian unity,5836,,2014-05-02,1,2014-05-02,1,1,2014-05-02,1,2014,45,45,45,Ukraine,369,1,17.1
13263,14147,1,TTP-KM,5864,,TTP-SM,5865,,2014-04-06,1,2014-04-08,1,1,2014-06-18,1,2014,128,128,128,Pakistan,770,3,17.1
13265,14152,1,IS,234,,JRTN,4359,,2014-06-02,1,2014-06-20,1,1,2014-07-04,1,2014,64,64,64,Iraq,645,2,17.1
13325,14237,1,Hezbollah,366,,IS,234,,2014-02-01,1,2015-06-19,1,1,2015-11-12,1,2015,75,75,116,Lebanon,660,2,17.1
13332,14251,1,Libya Dawn,5861,,Zintan Brigades,5940,,2014-07-13,1,2014-07-20,1,1,2014-08-19,1,2014,191,191,191,Libya,620,4,17.1
13361,14287,3,Hutu,915,,Nande,2397,,2015-04-13,3,2016-08-17,1,-99,,,2016,58,58,65,DR Congo (Zaire),490,4,17.1
13362,14288,3,Bafulero,3441,,"Banyamulenge, Barundi",5976,"3060, 1196",2013-08-15,1,2014-06-06,1,1,2014-06-06,1,2014,39,39,39,DR Congo (Zaire),490,4,17.1
13384,14318,1,anti-Balaka,4201,,UPC (Ali Darass Fulani supporters),5999,,2014-10-09,1,2014-12-18,2,0,,,2014,61,61,61,Central African Republic,482,4,17.1
13384,14318,1,anti-Balaka,4201,,UPC (Ali Darass Fulani supporters),5999,,2014-10-09,1,2014-12-18,2,1,2015-11-30,1,2015,147,147,170,Central African Republic,482,4,17.1
13389,14331,3,Eggon,1172,,Gwandere,6001,,2014-04-26,1,2014-04-26,1,1,2014-08-19,1,2014,57,57,57,Nigeria,475,4,17.1
13391,14333,1,Gulf Cartel - Dragones de Sheyla faction,6003,,Gulf Cartel - Los Fresitas faction,6002,,2014-04-03,1,2014-05-18,3,1,2014-12-31,5,2014,34,34,55,Mexico,70,5,17.1
13393,14336,1,Sinaloa Cartel - Los Chavez Matamoros faction,6008,,Sinaloa Cartel - Los Salgueiro faction,6007,,2014-02-05,1,2014-09-28,1,1,2014-10-03,2,2014,28,28,28,Mexico,70,5,17.1
13394,14337,1,Los Ardillos,6009,,Los Rojos,3299,,2014-07-08,1,2015-05-20,2,0,,,2015,56,56,69,Mexico,70,5,17.1
13394,14337,1,Los Ardillos,6009,,Los Rojos,3299,,2014-07-08,1,2015-05-20,2,-99,,,2016,62,62,177,Mexico,70,5,17.1
13397,14341,1,IS,234,,Islamic Front,5575,,2013-12-10,1,2014-01-05,1,1,2014-05-29,1,2014,195,195,195,Syria,652,2,17.1
13398,14342,1,IS,234,,SRF,6011,,2014-01-03,1,2014-01-04,1,1,2014-02-15,1,2014,476,476,766,Syria,652,2,17.1
13400,14344,1,IS,234,,Mujahideen Army,6012,,2014-01-02,1,2014-01-23,1,1,2014-06-01,5,2014,527,527,530,Syria,652,2,17.1
13402,14347,1,Jabhat Fateh al-Sham,1170,,SRF,6011,,2014-07-25,3,2014-07-25,3,1,2014-11-01,1,2014,65,65,117,Syria,652,2,17.1
13403,14348,1,IS,234,,"Islamic Front, Mujahideen Army, SRF",6014,"5575, 6011, 6012",2014-01-10,3,2014-01-10,3,1,2014-02-07,1,2014,143,143,143,Syria,652,2,17.1
13404,14349,1,Harkat Hazm,6015,,Jabhat Fateh al-Sham,1170,,2014-02-28,1,2014-02-28,1,0,,,2014,82,82,82,Syria,652,2,17.1
13404,14349,1,Harkat Hazm,6015,,Jabhat Fateh al-Sham,1170,,2014-02-28,1,2014-02-28,1,1,2015-05-31,5,2015,192,192,192,Syria,652,2,17.1
13408,14353,1,Sinaloa Cartel,775,,Tijuana Cartel,799,,1992-09-30,3,2004-01-19,3,1,2004-08-16,5,2004,49,49,49,Mexico,70,5,17.1
13408,14353,1,Sinaloa Cartel,775,,Tijuana Cartel,799,,1992-09-30,3,2006-12-31,5,0,,,2006,59,59,59,Mexico,70,5,17.1
13408,14353,1,Sinaloa Cartel,775,,Tijuana Cartel,799,,1992-09-30,3,2006-12-31,5,1,2007-12-31,5,2007,146,146,146,Mexico,70,5,17.1
13408,14353,1,Sinaloa Cartel,775,,Tijuana Cartel,799,,1992-09-30,3,2015-04-04,2,1,2015-12-31,5,2015,130,130,292,Mexico,70,5,17.1
13410,14355,1,"IS, Islamic Front, Jabhat Fateh al-Sham",6024,"5575, 1170, 234",PYD,4163,,2014-01-26,2,2014-01-26,2,1,2014-01-26,2,2014,26,26,26,Syria,652,2,17.1
13416,14361,1,IS,234,,"Islamic Front, Jabhat al-Akrad, Jabhat Fateh al-Sham, Mujahideen Army",6030,"5575, 5541, 1170, 6012",2014-03-12,1,2014-03-12,1,1,2014-03-20,1,2014,130,130,130,Syria,652,2,17.1
13424,14369,1,IS,234,,"Islamic Front, Jabhat Al-Kurd brigade, Jabhat Fateh al-Sham, Mujahideen Army",6036,"5575, 6035, 1170, 6012",2014-01-31,1,2014-02-08,1,1,2014-02-15,1,2014,142,142,142,Syria,652,2,17.1
13429,14374,1,IS,234,,"Islamic Front, Jabhat Fateh al-Sham",6040,"5575, 1170",2014-01-06,1,2014-01-07,2,1,2014-06-05,1,2014,1197,1197,1197,Syria,652,2,17.1
13434,14379,1,IS,234,,"Islamic Front, Mujahideen Army",6043,"5575, 6012",2014-01-06,2,2014-01-07,2,1,2014-02-04,1,2014,38,38,38,Syria,652,2,17.1
13440,14392,1,MRTA,751,,Sendero Luminoso,750,,1989-02-19,1,1991-10-21,2,1,1991-10-21,2,1991,50,50,50,Peru,135,5,17.1
13441,14393,1,IS,234,,"Islamic Front, Jabhat Fateh al-Sham, Mujahideen Army",6069,"5575, 1170, 6012",2014-02-09,1,2014-02-10,1,1,2014-06-05,1,2014,284,284,284,Syria,652,2,17.1
13445,14397,1,IS,234,,"Islamic Front, Mujahideen Army, PYD, SRF",6073,"5575, 6011, 4163, 6012",2014-01-29,1,2014-01-30,1,1,2014-01-30,1,2014,27,27,27,Syria,652,2,17.1
13514,14507,3,El Dorado inmates,6166,,Guajiro Indians,6167,,1997-08-28,1,1997-08-28,1,1,1997-08-28,1,1997,30,30,30,Venezuela,101,5,17.1
13533,14531,1,Forces of Mullah Abdol Rauf Khadim,6194,,Taleban,303,,2015-01-10,2,2015-01-10,2,1,2015-01-10,2,2015,50,50,50,Afghanistan,700,3,17.1
13540,14542,1,IS,234,,Taleban,303,,2015-02-02,1,2015-05-15,2,0,,,2015,292,285,420,Afghanistan,700,3,17.1
13540,14542,1,IS,234,,Taleban,303,,2015-02-02,1,2015-05-15,2,-99,,,2016,181,167,201,Afghanistan,700,3,17.1
13542,14544,1,Eyie,3108,,Maphite,3116,,2008-10-06,1,2015-05-07,3,1,2015-05-07,3,2015,38,38,38,Nigeria,475,4,17.1
13558,14563,3,Falata,691,,Salamat Baggara,994,,2015-02-02,2,2015-03-23,2,0,,,2015,245,245,245,Sudan,625,4,17.1
13558,14563,3,Falata,691,,Salamat Baggara,994,,2015-02-02,2,2015-03-23,2,-99,,,2016,45,45,45,Sudan,625,4,17.1
13584,14591,3,Masalit ,993,,Rizeigat Baggara,703,,2016-11-08,1,2016-11-18,2,-99,,,2016,39,39,39,Sudan,625,4,17.1
13586,14593,1,Taleban,303,,High Council of Afghanistan Islamic Emirate,6252,,2015-08-03,1,2015-09-02,2,0,,,2015,134,134,135,Afghanistan,700,3,17.1
13586,14593,1,Taleban,303,,High Council of Afghanistan Islamic Emirate,6252,,2015-08-03,1,2015-09-02,2,-99,,,2016,184,184,370,Afghanistan,700,3,17.1
13587,14596,1,AQAP,881,,Forces of Hadi,6254,,2015-01-26,1,2015-02-12,1,0,,,2015,115,115,119,Yemen (North Yemen),678,2,17.1
13587,14596,1,AQAP,881,,Forces of Hadi,6254,,2015-01-26,1,2015-02-12,1,-99,,,2016,322,321,323,Yemen (North Yemen),678,2,17.1
13597,14611,1,IS,234,,Forces of Hadi,6254,,2015-03-21,1,2015-03-21,1,0,,,2015,128,128,128,Yemen (North Yemen),678,2,17.1
13597,14611,1,IS,234,,Forces of Hadi,6254,,2015-03-21,1,2015-03-21,1,-99,,,2016,404,404,412,Yemen (North Yemen),678,2,17.1
13607,14625,3,Sabaneta - Pavilion I gang,6276,,Sabaneta - Re-education sector gang,6275,,1994-01-03,1,1994-01-03,1,1,1994-01-03,1,1994,127,127,127,Venezuela,101,5,17.1
13616,14637,1,IS,234,,SDF,6288,,2015-09-03,2,2015-10-23,1,0,,,2015,382,382,382,Syria,652,2,17.1
13616,14637,1,IS,234,,SDF,6288,,2015-09-03,2,2015-10-23,1,-99,,,2016,2870,2868,2895,Syria,652,2,17.1
13623,14644,3,Hamar (Ethiopia),6294,,Nyangatom ,712,,1997-03-31,3,2003-12-31,5,1,2003-12-31,5,2003,61,61,61,Ethiopia,530,4,17.1
13624,14645,3,Borana,591,,Hamar (Ethiopia),6294,,1999-12-31,5,1999-12-31,5,1,1999-12-31,5,1999,26,26,26,Ethiopia,530,4,17.1
13642,14671,1,IS,234,,Yan Gora,4000,,2015-04-03,1,2015-05-03,1,0,,,2015,142,142,142,Nigeria,475,4,17.1
13642,14671,1,IS,234,,Yan Gora,4000,,2015-04-03,1,2015-05-03,1,-99,,,2016,34,34,34,Nigeria,475,4,17.1
13649,14678,3,Luac Jang Dinka,1009,,Thiyic Dinka,1138,,2015-10-10,2,2015-10-10,2,1,2015-10-10,2,2015,92,92,94,South Sudan,626,4,17.1
13651,14681,1,"High Council of Afghanistan Islamic Emirate, IS",6318,"6252, 234",Taleban,303,,2015-11-08,2,2015-11-08,2,1,2015-11-29,3,2015,56,50,138,Afghanistan,700,3,17.1
13681,14724,3,"Kuei Dinka, Pakam Dinka",6344,"6342, 6341",Rup Dinka,6343,,2015-03-16,2,2015-03-16,2,1,2015-03-16,2,2015,78,78,78,South Sudan,626,4,17.1
13683,14730,1,CMA,1158,,GATIA,5880,,2015-01-28,2,2016-07-22,2,-99,,,2016,51,50,104,Mali,432,4,17.1
13686,14733,1,CMA,1158,,"CM-FPR, GATIA, MAA",6349,"6348, 5880, 4380",2014-07-11,1,2014-07-11,1,1,2014-07-20,1,2014,61,61,124,Mali,432,4,17.1
13695,14746,1,Forces of the House of Representatives,5802,,IS,234,,2015-01-02,1,2015-02-02,1,0,,,2015,348,343,368,Libya,620,4,17.1
13695,14746,1,Forces of the House of Representatives,5802,,IS,234,,2015-01-02,1,2015-02-02,1,-99,,,2016,87,86,152,Libya,620,4,17.1
13697,14749,1,"FSA, Jabhat Fateh al-Sham, Jaysh al-Islam, Levant Front",6361,"6377, 1130, 6372, 1170",SDF,6288,,2016-02-05,1,2016-06-14,1,-99,,,2016,25,25,26,Syria,652,2,17.1
13702,14754,1,IS,234,,"Jaysh al-Sanadid, Khabour Guards, MFS, PYD",6367,"6369, 4163, 6366, 6368",2015-02-22,1,2015-02-26,1,1,2015-05-31,1,2015,828,828,829,Syria,652,2,17.1
13704,14756,1,IS,234,,"Jaysh al-Sanadid, MFS, PYD",6370,"6369, 4163, 6366",2015-02-23,1,2015-06-01,1,1,2015-10-06,2,2015,595,595,596,Syria,652,2,17.1
13705,14757,1,Derna Mujahideen Shura Council,6371,,IS,234,,2015-06-10,1,2015-06-12,1,0,,,2015,133,122,139,Libya,620,4,17.1
13705,14757,1,Derna Mujahideen Shura Council,6371,,IS,234,,2015-06-10,1,2015-06-12,1,-99,,,2016,65,65,65,Libya,620,4,17.1
13709,14761,1,"Aknaf Bait al-Maqdis, FSA, Jaysh al-Islam, PFLP-GC, PLO",6378,"6377, 1130, 6273, 204, 206",IS,234,,2015-04-01,1,2015-04-05,1,1,2015-12-24,1,2015,134,120,202,Syria,652,2,17.1
13712,14764,1,Jaysh al-Fatah Idlib,6380,"6383, 6037, 6405, 6228, 6404, 5554, 1170",IS,234,,2015-07-03,1,2015-07-03,1,1,2015-08-12,1,2015,57,57,57,Syria,652,2,17.1
13724,14777,1,"Ahrar al-Sham, Jabhat Fateh al-Sham",6389,"5554, 1170",Shohadaa al-Yarmouk,6285,,2015-04-29,1,2015-05-27,2,1,2015-11-15,1,2015,234,233,238,Syria,652,2,17.1
13725,14778,1,Eastern Qalamoun Operations Room,6390,"6392, 6377, 6391, 6393, 5554, 1170",IS,234,,2015-02-09,1,2015-04-22,1,1,2015-12-26,1,2015,145,145,146,Syria,652,2,17.1
13728,14785,1,Derna Mujahideen Shura Council,6371,,Forces of the House of Representatives,5802,,2015-06-30,2,2016-08-05,1,-99,,,2016,29,29,29,Libya,620,4,17.1
13729,14786,1,Ajdabiya Revolutionaries Shura Council ,6400,,Forces of the House of Representatives,5802,,2015-12-19,2,2015-12-19,2,1,2015-12-19,2,2015,26,26,26,Libya,620,4,17.1
13730,14787,3,al-Toubou ,3998,,Touareg,937,,2015-03-20,1,2015-07-11,3,1,2015-07-20,2,2015,75,75,77,Libya,620,4,17.1
13732,14789,3,al-Toubou ,3998,,Zwai,6403,,2015-05-07,2,2015-08-06,3,1,2015-09-21,2,2015,85,85,85,Libya,620,4,17.1
13735,14796,1,Sinaloa Cartel - Los Memos faction,6481,,Sinaloa Cartel - Los Salazar faction,6482,,2015-03-31,3,2015-05-05,1,1,2015-06-08,1,2015,41,41,41,Mexico,70,5,17.1
13737,14799,1,Jalisco Cartel New Generation,1151,,Sinaloa Cartel,775,,2015-12-31,5,2015-12-31,5,0,,,2015,55,55,55,Mexico,70,5,17.1
13737,14799,1,Jalisco Cartel New Generation,1151,,Sinaloa Cartel,775,,2015-12-31,5,2015-12-31,5,-99,,,2016,145,145,145,Mexico,70,5,17.1
13738,14800,1,Sinaloa Cartel,775,,Sinaloa Cartel - Forces of Damaso faction,6485,,2014-11-01,2,2015-07-31,3,1,2015-12-31,5,2015,55,55,63,Mexico,70,5,17.1
13739,14801,1,Sinaloa Cartel - El Pepillo faction,6487,,Sinaloa Cartel - Los 28 faction,6486,,2015-01-19,2,2015-05-05,2,1,2015-12-31,5,2015,61,61,69,Mexico,70,5,17.1
13741,14805,1,Jaysh al-Mukhtar,4357,,MEK,308,,2013-02-09,1,2015-10-29,1,1,2015-10-29,1,2015,26,26,26,Iraq,645,2,17.1
13744,14813,1,Euphrates Volcano,6419,"5575, 6411, 4163, 6412, 6413, 6414, 6415, 6416, 6417, 6418",IS,234,,2015-01-28,1,2015-02-15,1,1,2015-09-18,1,2015,500,490,500,Syria,652,2,17.1
13745,14814,1,Fatah Halab,6436,"6377, 6430, 6424, 6423, 6383, 6393, 6372, 6404, 6431, 5554, 6421, 6012",IS,234,,2015-01-20,1,2015-03-21,1,0,,,2015,692,692,693,Syria,652,2,17.1
13745,14814,1,Fatah Halab,6436,"6377, 6430, 6424, 6423, 6383, 6393, 6372, 6404, 6431, 5554, 6421, 6012",IS,234,,2015-01-20,1,2015-03-21,1,-99,,,2016,84,84,84,Syria,652,2,17.1
13746,14815,1,Fatah Halab,6436,"6377, 6430, 6424, 6423, 6383, 6393, 6372, 6404, 6431, 5554, 6421, 6012",SDF,6288,,2015-10-02,1,2015-11-30,1,0,,,2015,31,31,31,Syria,652,2,17.1
13746,14815,1,Fatah Halab,6436,"6377, 6430, 6424, 6423, 6383, 6393, 6372, 6404, 6431, 5554, 6421, 6012",SDF,6288,,2015-10-02,1,2015-11-30,1,-99,,,2016,213,196,214,Syria,652,2,17.1
13747,14816,1,"Fatah Halab, Jabhat Fateh al-Sham",6495,"6377, 6430, 6424, 6423, 6383, 6393, 6372, 6431, 5554, 1170, 6421, 6012",IS,234,,2015-01-21,1,2015-06-05,1,1,2015-11-30,1,2015,51,51,51,Syria,652,2,17.1
13749,14819,3,Bakonzo,5904,,Bamba,6496,,2016-02-27,1,2016-04-30,5,-99,,,2016,30,30,30,Uganda,500,4,17.1
13760,14833,1,FPRC,4007,,UPC (Ali Darass Fulani supporters),5999,,2016-11-23,2,2016-11-23,2,-99,,,2016,124,124,124,Central African Republic,482,4,17.1
13786,14876,1,"Ahrar al-Sham, Jabhat Fateh al-Sham, Southern Front",6532,"6333, 5554, 1170",IS,234,,2015-12-03,1,2016-03-11,1,-99,,,2016,223,221,223,Syria,652,2,17.1
13796,14892,1,IS,234,,NSA,6553,,2016-02-11,1,2016-12-10,1,-99,,,2016,25,25,25,Syria,652,2,17.1
13797,14893,3,Bambara,6554,,Fulani,607,,2016-05-03,2,2016-08-27,1,-99,,,2016,28,28,37,Mali,432,4,17.1
13798,14896,1,Ahrar al-Sham,5554,,Jund al-Aqsa,6037,,2016-01-08,1,2016-10-10,1,-99,,,2016,40,40,43,Syria,652,2,17.1
13801,14901,1,Mare' Operations Room,6564,"6438, 6560, 6422, 6372, 6404, 6562, 6431, 6439, 6440",IS,234,,2015-01-05,1,2015-04-07,1,0,,,2015,227,226,227,Syria,652,2,17.1
13801,14901,1,Mare' Operations Room,6564,"6438, 6560, 6422, 6372, 6404, 6562, 6431, 6439, 6440",IS,234,,2015-01-05,1,2015-04-07,1,-99,,,2016,56,56,59,Syria,652,2,17.1
13802,14902,1,"Fatah Halab, Jabhat Fateh al-Sham",6495,"6377, 6430, 6424, 6423, 6383, 6393, 6372, 6431, 5554, 1170, 6421, 6012",SDF,6288,,2015-10-01,1,2015-11-30,1,0,,,2015,56,56,56,Syria,652,2,17.1
13802,14902,1,"Fatah Halab, Jabhat Fateh al-Sham",6495,"6377, 6430, 6424, 6423, 6383, 6393, 6372, 6431, 5554, 1170, 6421, 6012",SDF,6288,,2015-10-01,1,2015-11-30,1,-99,,,2016,74,74,74,Syria,652,2,17.1
13808,14908,1,"Ahrar al-Sham, Furqan Brigades, Jabhat Fateh al-Sham, Jaysh al-Islam, Yarmouk Army",6572,"6377, 6520, 5554, 1170, 6437",Jaysh al-Jihad (Saraya al- Jihad),6302,,2015-04-27,1,2015-04-28,1,1,2015-05-06,3,2015,70,70,70,Syria,652,2,17.1
13810,14909,1,Los Zetas - Jorge Ivan Hernandez Cantu faction,6573,,Los Zetas - Juan Pedro Salvador Saldivar Farias faction,6574,,2016-02-11,2,2016-02-11,2,-99,,,2016,48,48,48,Mexico,70,5,17.1
13824,14933,1,Bloque Central Bolívar,6506,,"ELN, FARC",5631,"744, 743",2003-12-30,1,2003-12-30,1,1,2003-12-30,1,2003,40,40,40,Colombia,100,5,17.1
13832,14943,1,Hawar Kilis Operations Room,6599,"6597, 6598, 6422, 6563, 6372, 6404, 6562, 6431, 6450",IS,234,,2016-04-07,1,2016-04-26,1,-99,,,2016,560,556,570,Syria,652,2,17.1
13833,14944,1,Hawar Kilis Operations Room,6599,"6597, 6598, 6422, 6563, 6372, 6404, 6562, 6431, 6450",SDF,6288,,2016-08-22,1,2016-10-20,2,-99,,,2016,129,127,140,Syria,652,2,17.1
13837,14948,1,"Jaysh al-Islam, Jaysh Asoud al-Sharqiya, Martyr Lieutenant Ahmed Abdou Brigades, Rahman Corps",6600,"6394, 6392, 6377, 6391",Tahrir al- Sham Army,6306,,2016-01-10,1,2016-02-09,1,-99,,,2016,100,100,101,Syria,652,2,17.1
13842,14957,3,Awlad Omran clan ,991,,Awlad Serur (Misseriya) ,4204,,2016-09-07,1,2016-09-07,1,-99,,,2016,43,43,43,Sudan,625,4,17.1
13863,14992,3,Panyar Dinka,6632,,Waat Dinka,1939,,2016-01-06,2,2016-01-06,2,-99,,,2016,62,62,62,South Sudan,626,4,17.1
13864,14993,3,"Panyar Dinka, Rek Dinka",6633,"6632, 1097",Waat Dinka,1939,,2016-02-29,3,2016-02-29,3,-99,,,2016,86,86,86,South Sudan,626,4,17.1
13880,15019,3,Igbo,621,,Fulani,607,,2016-01-15,1,2016-04-25,1,-99,,,2016,58,58,58,Nigeria,475,4,17.1
13888,15028,3,Fulani,607,,"Koulango , Lobi, Malinké",6664,"1304, 1306, 1139",2016-03-25,2,2016-03-25,2,-99,,,2016,33,33,33,Ivory Coast,437,4,17.1
13912,15059,1,"APCLS, FDLR, Nyatura",6585,"1200, 3040, 528","NDC-Rénové , UPDI-Mazembe",6683,"6491, 6587",2016-07-14,3,2016-07-14,3,-99,,,2016,73,73,73,DR Congo (Zaire),490,4,17.1
13914,15062,3,Maban,6686,,Uduk,6685,,2016-06-30,3,2016-12-26,2,-99,,,2016,48,48,86,South Sudan,626,4,17.1
13920,15072,3,Mahadi,6695,,Rizeigat Abbala,676,,2016-04-26,1,2016-06-22,1,-99,,,2016,26,26,26,Sudan,625,4,17.1
